EmployeeID,BaseSalary,Bonus,VariablePay
E0026354,2762173,388246,24044
E0026355,1166634,71026,161909
E0026356,4976713,308342,267706
E0026357,1925934,605187,261973
E0026358,979669,673679,373253
E0026359,986643,432236,492887
E0026360,4212062,391765,288248
E0026361,3663617,495049,386039
E0026362,3059747,121723,326239
E0026363,1975410,628312,489504
E0026364,2839778,343331,250863
E0026365,4564934,639261,27103
E0026366,3571094,709184,262392
E0026367,834253,97047,124596
E0026368,4585515,605095,137143
E0026369,1799578,547005,85858
E0026370,3702980,308262,327789
E0026371,4894366,154720,61729
E0026372,4062601,656065,312209
E0026373,525646,195085,172779
E0026374,1902574,114794,254741
E0026375,1183878,116061,64115
E0026376,2326812,523779,495608
E0026377,4975356,637623,181753
E0026378,3517315,687615,458478
E0026379,4790473,743752,75193
E0026380,1397201,271466,86992
E0026381,2101585,92294,312565
E0026382,4565847,510463,172705
E0026383,2929390,552964,479641
E0026384,3650849,288239,455677
E0026385,1511480,562581,144454
E0026386,2818527,100146,201806
E0026387,2651637,318101,16964
E0026388,2516262,652562,370254
E0026389,792491,442992,22435
E0026390,3216131,409660,255147
E0026391,2799020,481945,309064
E0026392,1648439,423307,16492
E0026393,3609343,311953,350330
E0026394,3886953,636780,393227
E0026395,308066,485768,187726
E0026396,3872901,423861,469800
E0026397,3083143,603039,129863
E0026398,3147359,76932,295612
E0026399,3661517,178459,436473
E0026400,3824821,315107,350925
E0026401,2638351,746735,56711
E0026402,4519964,23577,450425
E0026403,4438772,206434,314972
E0026404,4644558,489524,174049
E0026405,4601371,193790,223843
E0026406,2831163,136100,355179
E0026407,817388,316423,400527
E0026408,4116594,143820,463569
E0026409,352359,63196,78874
E0026410,3530758,339682,35992
E0026411,4501812,282475,300616
E0026412,3217621,547621,439026
E0026413,1919604,727871,203055
E0026414,4076110,752494,68688
E0026415,1245109,37942,128684
E0026416,4528964,319513,27918
E0026417,4676872,305240,57820
E0026418,4803488,734214,160077
E0026419,1586523,491390,411522
E0026420,2689774,262436,485153
E0026421,4459661,334089,233165
E0026422,836177,477186,22434
E0026423,3389754,207195,248643
E0026424,2153961,389405,432873
E0026425,2629625,319699,246211
E0026426,4836573,739612,271079
E0026427,4388382,707472,252580
E0026428,3847614,256137,401004
E0026429,2126118,469811,491868
E0026430,1885496,95788,6218
E0026431,1130220,28920,388554
E0026432,554647,579873,148632
E0026433,4465752,520534,9058
E0026434,1716433,697107,283883
E0026435,4965561,189580,425555
E0026436,1452870,465905,443915
E0026437,4736319,27620,85734
E0026438,1474467,458388,23142
E0026439,3028988,73519,168382
E0026440,3968310,400811,462584
E0026441,1778418,316422,106031
E0026442,3041224,201345,441983
E0026443,3591507,172477,352606
E0026444,4103096,445417,257094
E0026445,4873376,357907,476716
E0026446,4744583,614583,498981
E0026447,3025993,674577,265210
E0026448,4686449,560748,247584
E0026449,2771541,189134,179185
E0026450,4705294,799788,306424
E0026451,4037426,641152,82907
E0026452,4464753,52293,447722
E0026453,608613,671018,267187
E0026454,1370242,46057,119067
E0026455,845667,290937,261942
E0026456,4226114,50640,408209
E0026457,782894,726693,470140
E0026458,3525829,116179,327023
E0026459,3281279,315670,441895
E0026460,3159461,462740,261175
E0026461,2276129,213053,149358
E0026462,325735,233251,5902
E0026463,3466337,508331,22980
E0026464,757741,777693,258601
E0026465,369340,295316,193662
E0026466,2946247,559573,143723
E0026467,871316,572902,447482
E0026468,2358712,690270,245841
E0026469,4698292,303565,309085
E0026470,1825230,312987,135616
E0026471,3069269,340999,479157
E0026472,882964,435572,276908
E0026473,2711975,515454,273302
E0026474,2107137,569031,321760
E0026475,4806307,215457,469521
E0026476,841089,281535,50122
E0026477,3316408,484176,68940
E0026478,1345526,457325,280259
E0026479,3509452,276115,464909
E0026480,2020929,146911,293898
E0026481,4055221,480480,202192
E0026482,1494104,21955,196038
E0026483,2687895,713762,60892
E0026484,3748294,683964,146905
E0026485,3389041,15958,61209
E0026486,2334112,289024,361987
E0026487,1234348,612636,215968
E0026488,1951426,429128,9463
E0026489,1364671,656255,236185
E0026490,4262448,298296,95987
E0026491,1631803,456564,54380
E0026492,2158595,31065,374805
E0026493,1982139,329014,97737
E0026494,990385,518748,362593
E0026495,3703965,778574,358409
E0026496,1500586,791185,250470
E0026497,3973940,261864,455115
E0026498,2266931,757099,140158
E0026499,1375529,421865,431221
E0026500,4059157,542378,485497
E0026501,2608589,289350,242357
E0026502,4399079,132472,362249
E0026503,1497143,641703,224451
E0026504,3161664,647281,398975
E0026505,2860957,314283,472543
E0026506,3301118,218129,441433
E0026507,4210004,133518,89989
E0026508,1552350,396047,210927
E0026509,1892761,116066,226870
E0026510,3698912,67421,265761
E0026511,2773418,105454,50488
E0026512,2364462,83828,58178
E0026513,3461471,316626,454171
E0026514,1673385,464822,195353
E0026515,4165917,228812,435720
E0026516,4666432,407586,456902
E0026517,4062761,354833,204012
E0026518,1318259,720113,188461
E0026519,3608012,283815,410732
E0026520,3144589,458715,492922
E0026521,4884879,672482,270015
E0026522,1829248,242895,78991
E0026523,1844923,514061,428280
E0026524,3099991,261947,487733
E0026525,1493904,225568,482640
E0026526,421636,407816,403111
E0026527,1625010,143316,31890
E0026528,4038442,551516,425881
E0026529,541004,552491,313109
E0026530,1327593,712092,103492
E0026531,1087838,401357,237131
E0026532,4935696,706435,479718
E0026533,2110665,572598,69782
E0026534,1545968,461505,178503
E0026535,1693569,466370,103595
E0026536,3407586,341866,451526
E0026537,3474251,502360,368231
E0026538,1122431,588548,134620
E0026539,3234389,93090,121401
E0026540,4809696,528921,481089
E0026541,3512184,322998,27571
E0026542,879077,100500,203665
E0026543,1275570,638811,165024
E0026544,3924086,132144,391157
E0026545,4574847,773772,93731
E0026546,2385307,46344,130179
E0026547,3111120,606117,461649
E0026548,3345604,192909,305232
E0026549,4715679,103432,340413
E0026550,538149,355086,111042
E0026551,3876955,14597,83423
E0026552,4869338,359206,301786
E0026553,781483,525689,452006
E0026554,3208871,407253,415668
E0026555,378199,728996,458106
E0026556,3520219,593226,230145
E0026557,2095863,184048,102250
E0026558,625977,609988,30887
E0026559,4549592,328888,148344
E0026560,4251121,141204,272773
E0026561,1946674,86631,269942
E0026562,988721,287872,359959
E0026563,1911269,384489,244726
E0026564,3718848,193786,306025
E0026565,1206734,575828,78306
E0026566,1961391,376326,304269
E0026567,392261,67486,149221
E0026568,2820641,355478,401833
E0026569,3289752,362926,183527
E0026570,503679,251689,222006
E0026571,4862331,159736,391586
E0026572,4212656,654013,230091
E0026573,2720105,794499,5408
E0026574,1174732,377454,280769
E0026575,2577885,563020,292535
E0026576,4458004,785660,45431
E0026577,2775337,343535,414940
E0026578,1177323,76517,98060
E0026579,2348655,453270,402220
E0026580,3521847,565002,253586
E0026581,475097,200881,268084
E0026582,1100761,417916,495531
E0026583,605849,787844,133156
E0026584,563556,111959,9790
E0026585,2192396,246827,220825
E0026586,4936213,381777,391875
E0026587,3470085,137628,143118
E0026588,4536417,710013,396678
E0026589,2241217,640270,67125
E0026590,3082576,782324,161697
E0026591,2961772,472939,298209
E0026592,4110746,767399,59846
E0026593,2144269,259139,6128
E0026594,1710157,354287,177864
E0026595,422468,715066,91301
E0026596,2765930,170542,266349
E0026597,562100,40438,202854
E0026598,4191502,537317,292585
E0026599,2542267,190905,226316
E0026600,1253518,461517,260091
E0026601,1778818,325792,424684
E0026602,2727349,370548,17297
E0026603,4575269,273349,279033
E0026604,4623129,445610,488034
E0026605,1081911,742406,226404
E0026606,2456996,639590,470096
E0026607,995067,792963,481711
E0026608,2221299,572666,394163
E0026609,3540234,279558,168104
E0026610,2169943,496306,346081
E0026611,2468348,526182,93072
E0026612,2505725,112888,276137
E0026613,3058571,154027,423303
E0026614,924965,70029,303713
E0026615,1638310,122425,61155
E0026616,1554947,275323,167277
E0026617,1699436,348721,288732
E0026618,3802917,96434,470306
E0026619,2486158,248425,460056
E0026620,949817,732304,196859
E0026621,4794344,337442,46893
E0026622,4563276,773074,319845
E0026623,350645,503566,413635
E0026624,3559520,721881,308607
E0026625,4699969,478006,235316
E0026626,3962714,626603,216126
E0026627,3330656,532514,401618
E0026628,3857127,397589,476986
E0026629,4730294,132995,258743
E0026630,1162590,291449,226629
E0026631,3641579,49798,440685
E0026632,3436085,324779,235120
E0026633,1811362,260693,23564
E0026634,920759,48978,321636
E0026635,1654004,421416,74256
E0026636,2012257,64318,6339
E0026637,2967199,576562,343094
E0026638,1574153,218661,250204
E0026639,2491939,323029,54183
E0026640,962409,188125,145564
E0026641,4423691,578583,453585
E0026642,1518928,780406,322316
E0026643,906744,653069,174661
E0026644,3702272,424780,166470
E0026645,3406931,633594,391983
E0026646,631770,184358,354540
E0026647,3863433,632112,54517
E0026648,3607925,687528,334729
E0026649,3556559,428774,90657
E0026650,4261254,593714,145251
E0026651,1763835,749087,260077
E0026652,3946671,175012,8864
E0026653,1861125,737409,179913
E0026654,965711,277126,137861
E0026655,4847984,294621,23905
E0026656,1483701,50768,48322
E0026657,3142047,40758,70276
E0026658,3159507,172864,221627
E0026659,4241397,640218,307734
E0026660,4595738,70863,355062
E0026661,3602480,25669,29938
E0026662,4459688,190251,430024
E0026663,406962,551445,45383
E0026664,2808371,620901,140021
E0026665,4153564,661923,130859
E0026666,927818,153077,198831
E0026667,4426409,393844,233263
E0026668,1605227,722655,244437
E0026669,1399621,640320,144318
E0026670,4033467,658146,209405
E0026671,2117147,631011,253197
E0026672,4597858,754111,394743
E0026673,3844815,379218,80521
E0026674,2936175,50269,311757
E0026675,2324526,207209,360474
E0026676,2948653,66111,466187
E0026677,2682647,603447,86742
E0026678,669504,22112,447994
E0026679,2466309,30042,315180
E0026680,1948758,339880,25826
E0026681,1738780,375945,485476
E0026682,728215,568420,22286
E0026683,4228180,726294,104901
E0026684,4257137,445180,349300
E0026685,2996413,647720,37814
E0026686,2065911,756130,113898
E0026687,3934175,546436,432359
E0026688,826639,180662,497141
E0026689,1664483,735410,247500
E0026690,3033164,184209,461292
E0026691,477638,140927,409021
E0026692,1314515,208407,143744
E0026693,2419079,155649,45126
E0026694,1310042,89080,303608
E0026695,2218012,554226,341726
E0026696,2367346,503858,11452
E0026697,1240757,414860,274145
E0026698,966440,291452,44145
E0026699,3570179,223920,181998
E0026700,418159,611867,300785
E0026701,1183506,779338,447958
E0026702,4594430,456591,29545
E0026703,1319929,348392,431787
E0026704,4377608,750309,450987
E0026705,2294798,750873,487857
E0026706,2639694,123924,42261
E0026707,4163072,778094,150289
E0026708,1265498,744322,288201
E0026709,3438904,367802,406085
E0026710,3041241,793377,340992
E0026711,1716351,696606,13656
E0026712,4523948,17807,272286
E0026713,3542963,556540,289197
E0026714,3719668,601608,210987
E0026715,2216479,654871,141277
E0026716,3467981,710014,247122
E0026717,1391099,55014,285528
E0026718,4545765,530861,270282
E0026719,2244073,648272,313944
E0026720,4761199,238112,369517
E0026721,3607343,661494,332946
E0026722,1862931,75530,475431
E0026723,1599109,773533,167309
E0026724,1684348,520594,74126
E0026725,4712450,406818,475169
E0026726,3937094,38658,22802
E0026727,633893,559350,173813
E0026728,2152875,758027,219176
E0026729,3658577,195597,15763
E0026730,4266969,605258,36558
E0026731,3729824,666683,17631
E0026732,1021284,537872,449450
E0026733,986500,609622,299855
E0026734,2638562,319286,116016
E0026735,4912557,630038,169233
E0026736,3460295,98804,276161
E0026737,729055,643651,47196
E0026738,1710363,572847,179872
E0026739,4331821,454195,416113
E0026740,2669191,419511,458477
E0026741,4429953,502260,251850
E0026742,2397486,385479,492259
E0026743,2982628,156790,191169
E0026744,1583605,420028,60954
E0026745,3239346,346051,233420
E0026746,743196,694754,175245
E0026747,3275484,221247,378601
E0026748,2253511,362548,98491
E0026749,2243371,511120,131263
E0026750,2277659,152311,24844
E0026751,4916324,780280,277557
E0026752,2209114,23723,216794
E0026753,4727627,104261,99476
E0026754,539745,714989,298618
E0026755,868231,159219,292545
E0026756,4500195,790438,429473
E0026757,852749,60796,200144
E0026758,534657,510370,34514
E0026759,302981,327752,382509
E0026760,3817046,272645,73656
E0026761,894818,306943,208005
E0026762,2253047,762271,322951
E0026763,356985,440932,311224
E0026764,3331780,794869,403162
E0026765,2246746,721161,71010
E0026766,814819,275568,381938
E0026767,2018359,600708,59408
E0026768,3497063,298041,495924
E0026769,3126382,318365,182546
E0026770,3162374,451090,294810
E0026771,1612101,150130,254247
E0026772,3671246,89191,178166
E0026773,353539,53105,262927
E0026774,4203330,506659,281485
E0026775,1931956,655522,49341
E0026776,2017432,206169,257721
E0026777,3551919,295207,178353
E0026778,3490711,271804,356544
E0026779,1826531,643054,83996
E0026780,785673,630369,88352
E0026781,1078885,767605,164617
E0026782,3527330,747811,315285
E0026783,2542309,701417,175967
E0026784,3761921,749928,38088
E0026785,4615156,162254,224223
E0026786,2522451,313198,146155
E0026787,3615712,181701,139517
E0026788,987908,361264,21479
E0026789,3071897,655229,41901
E0026790,2049190,545962,179148
E0026791,4682827,563861,359713
E0026792,1732410,248402,246687
E0026793,2464974,344918,7016
E0026794,2464819,756990,465084
E0026795,1003624,691272,335007
E0026796,3514751,524808,224882
E0026797,4245377,597685,296316
E0026798,3765055,212903,29869
E0026799,4744297,214115,377382
E0026800,1025127,792261,411794
E0026801,416863,196652,358317
E0026802,4813088,38500,37437
E0026803,2754466,91164,99925
E0026804,2197297,149093,393254
E0026805,3139174,714613,105108
E0026806,2624884,482667,404855
E0026807,4265947,558407,142818
E0026808,2589585,410780,222493
E0026809,783783,264091,356272
E0026810,3800719,536991,70005
E0026811,2372727,320837,220897
E0026812,2802104,205031,188429
E0026813,3989606,671658,27366
E0026814,1000777,502586,292957
E0026815,3606896,696911,321989
E0026816,3478536,718004,394291
E0026817,3139989,641500,270823
E0026818,984522,438591,85665
E0026819,3850709,770131,94968
E0026820,1352599,742099,270099
E0026821,764726,175669,422143
E0026822,4353724,351874,196642
E0026823,4779624,63554,289505
E0026824,492708,245215,186446
E0026825,4333552,763168,399072
E0026826,3106097,660482,298592
E0026827,1035102,722041,105704
E0026828,753394,759449,40606
E0026829,2495533,245879,471987
E0026830,1422736,489412,335246
E0026831,4338638,424216,156939
E0026832,367957,499326,350635
E0026833,1194054,485522,132536
E0026834,4602472,13589,351543
E0026835,894443,762689,354292
E0026836,4436910,240335,298971
E0026837,371789,683638,258167
E0026838,2121781,569495,16092
E0026839,3862816,623236,220257
E0026840,1697788,20803,211767
E0026841,3767002,672691,104763
E0026842,4994791,94574,203287
E0026843,4090248,405880,260650
E0026844,4660330,475557,9731
E0026845,4350183,677483,350194
E0026846,3168001,58613,206050
E0026847,2296792,123298,449789
E0026848,1901901,39994,140288
E0026849,564647,473931,313865
E0026850,2748363,411971,193794
E0026851,3584099,233683,90068
E0026852,982719,340062,77297
E0026853,1686897,332866,420529
E0026854,2742902,35351,344653
E0026855,4027237,267620,203756
E0026856,1871155,454564,372674
E0026857,2744518,593789,105381
E0026858,4520227,359800,267061
E0026859,3397987,628789,60369
E0026860,3379735,376343,206561
E0026861,4534757,498358,92909
E0026862,3060728,395358,307930
E0026863,1202455,459947,205799
E0026864,2912305,165764,12036
E0026865,2880537,790538,199952
E0026866,1312710,775885,200875
E0026867,443401,389538,450259
E0026868,454459,73273,453758
E0026869,2359860,424740,171924
E0026870,1891213,12372,493429
E0026871,4244120,225361,209861
E0026872,1875310,50387,386296
E0026873,4793044,619037,110615
E0026874,3761169,567095,492580
E0026875,1401791,652170,383326
E0026876,3847315,798996,222296
E0026877,671153,234709,85137
E0026878,4742636,478227,266469
E0026879,597282,124122,50666
E0026880,4368173,474243,495784
E0026881,1411640,652017,295712
E0026882,2597352,137547,313099
E0026883,3085185,155937,127432
E0026884,1500629,34979,85663
E0026885,4621788,519989,479459
E0026886,3203287,571146,352380
E0026887,3542294,211003,87789
E0026888,2098311,708877,111601
E0026889,4293732,29441,169484
E0026890,4127807,255484,324799
E0026891,2046581,464697,275214
E0026892,3833862,777318,172134
E0026893,2839704,315968,457018
E0026894,2757354,173878,6796
E0026895,2083146,26138,174807
E0026896,2864922,756251,278618
E0026897,2998556,17712,91978
E0026898,1999416,114297,93009
E0026899,1046950,793910,181776
E0026900,4989883,406367,119887
E0026901,849417,394816,62368
E0026902,2416250,169276,234828
E0026903,4613577,693234,264078
E0026904,1582652,136168,202181
E0026905,4885259,653294,226832
E0026906,1393390,145332,249389
E0026907,1440543,402229,47586
E0026908,4647363,792373,32665
E0026909,2274693,799161,194448
E0026910,3444429,165570,296426
E0026911,4044304,45027,28837
E0026912,1931850,163242,178263
E0026913,2267936,745804,19533
E0026914,1100308,11474,302664
E0026915,1749275,548180,135291
E0026916,2252807,671144,307684
E0026917,344868,125906,90546
E0026918,955543,599222,471808
E0026919,505792,664346,246541
E0026920,433489,463542,196026
E0026921,535271,32806,371786
E0026922,2505243,60813,102934
E0026923,520885,371338,125402
E0026924,4326886,328418,274927
E0026925,2517168,674822,335660
E0026926,4017949,63888,56663
E0026927,2878720,154872,182798
E0026928,1435579,39538,72277
E0026929,2255991,156685,86646
E0026930,4251761,360692,285873
E0026931,2205773,684222,352628
E0026932,2470973,71391,397384
E0026933,1516487,684813,422131
E0026934,1043178,440032,121962
E0026935,3770805,583110,418990
E0026936,3053232,428485,135052
E0026937,1846163,535706,54936
E0026938,4939165,431215,447327
E0026939,4964181,194958,426578
E0026940,2305978,55903,392287
E0026941,790938,770890,134634
E0026942,3190749,364484,290033
E0026943,3124077,113303,203588
E0026944,3907372,611085,286944
E0026945,2653679,380808,444428
E0026946,1344315,606228,148106
E0026947,2856891,394329,181174
E0026948,2919138,437267,298937
E0026949,3453218,555899,128910
E0026950,545515,788362,205651
E0026951,2910620,535817,22812
E0026952,2313342,635118,352386
E0026953,918185,491455,375269
E0026954,483702,175567,172162
E0026955,976333,658659,157658
E0026956,1460609,59004,145576
E0026957,2564276,344167,219158
E0026958,1663275,568032,276446
E0026959,721733,711221,380269
E0026960,3189077,616009,255513
E0026961,954003,229169,203113
E0026962,3585127,356713,376193
E0026963,3588793,230635,93378
E0026964,2732773,543126,39011
E0026965,4611390,56843,377814
E0026966,2504188,283262,455634
E0026967,524338,633497,135664
E0026968,3131967,321936,353938
E0026969,3033958,527270,268859
E0026970,2485130,414790,473478
E0026971,1297566,580745,409858
E0026972,3744969,610181,412415
E0026973,571024,84298,29992
E0026974,1420150,41972,337727
E0026975,2865844,790737,317917
E0026976,998986,427270,210364
E0026977,3836252,114123,447762
E0026978,1317656,551639,133494
E0026979,4687003,318244,251295
E0026980,2477870,636269,491138
E0026981,1536117,610836,296589
E0026982,1858391,370554,371147
E0026983,2879399,145493,394913
E0026984,1853512,454183,93132
E0026985,2739906,744949,376082
E0026986,1500100,81309,480504
E0026987,781712,477858,316305
E0026988,745388,789354,159517
E0026989,2428460,672558,37476
E0026990,3746040,138736,269291
E0026991,4078868,729207,389578
E0026992,2453313,263246,107340
E0026993,1633369,153733,390703
E0026994,414769,518448,72147
E0026995,669448,569339,57611
E0026996,1707579,659432,211125
E0026997,906326,356869,498030
E0026998,4218605,624302,219687
E0026999,3795095,224421,37424
E0027000,4496198,378896,422259
E0027001,4992778,297457,271783
E0027002,1908180,553567,307928
E0027003,2102695,221941,308113
E0027004,1246017,578510,274429
E0027005,481726,220742,249201
E0027006,2868945,708078,223812
E0027007,4008125,302792,349070
E0027008,710831,201703,113789
E0027009,4807150,536654,219874
E0027010,4591120,722015,103230
E0027011,3290406,249329,78663
E0027012,3385371,289684,131734
E0027013,3659374,526028,57024
E0027014,3696315,729280,139496
E0027015,402440,583803,424566
E0027016,3717058,628572,371761
E0027017,3893249,309085,6281
E0027018,4817535,240800,45280
E0027019,4096993,543905,464246
E0027020,3396601,422366,274396
E0027021,762505,599059,151638
E0027022,4612712,338333,246736
E0027023,3509176,133190,165019
E0027024,1607928,349164,455217
E0027025,2251818,530832,341733
E0027026,2134021,599991,92463
E0027027,3697783,788686,347753
E0027028,4625054,316463,94818
E0027029,4449225,485135,139869
E0027030,973982,70090,214987
E0027031,3228755,601296,78840
E0027032,3116698,330005,100007
E0027033,489047,779344,499723
E0027034,1253272,642488,159864
E0027035,4490335,524683,188554
E0027036,2032678,351019,274920
E0027037,2072748,308642,102011
E0027038,1839393,243832,125472
E0027039,1334692,612308,99939
E0027040,4165610,642117,422184
E0027041,1300373,456671,371843
E0027042,1172598,20457,240253
E0027043,1360724,458382,481574
E0027044,3139441,249898,405661
E0027045,3534178,360598,42353
E0027046,3837383,649844,333491
E0027047,3611655,23607,45323
E0027048,3103230,163556,355686
E0027049,4008187,479943,291632
E0027050,2359294,583765,485678
E0027051,1366619,453600,420769
E0027052,2813871,213705,409580
E0027053,3938667,782230,145874
E0027054,791404,598936,13832
E0027055,3522556,484508,403088
E0027056,418602,62414,436266
E0027057,3379250,368209,262233
E0027058,4750057,537017,422256
E0027059,3222276,142468,18624
E0027060,3647094,38063,191783
E0027061,3969504,126558,269917
E0027062,4539449,523833,358020
E0027063,745976,233211,48120
E0027064,3752386,147810,401703
E0027065,2334171,239145,346318
E0027066,1074459,419064,437436
E0027067,1000476,542089,215614
E0027068,1179508,614735,413935
E0027069,563578,79169,77799
E0027070,2981102,550771,138001
E0027071,1522145,361140,430852
E0027072,3040306,298080,52244
E0027073,2652066,224055,305665
E0027074,780207,133282,229999
E0027075,3458837,127777,95149
E0027076,2405844,475447,17873
E0027077,646935,612031,269363
E0027078,2517941,32821,339701
E0027079,1333572,57181,140167
E0027080,3725940,97308,269266
E0027081,3175224,309755,177621
E0027082,1706291,714169,359876
E0027083,3427693,461745,208940
E0027084,1483619,368493,187895
E0027085,4494070,246152,226791
E0027086,404581,497936,471808
E0027087,4702762,29636,79761
E0027088,3864742,797771,252122
E0027089,2481424,65469,405535
E0027090,741573,794818,208873
E0027091,2107673,519621,452821
E0027092,4839026,693418,446856
E0027093,3886468,482467,221216
E0027094,2471227,692682,384206
E0027095,734833,387598,327464
E0027096,684947,460430,248363
E0027097,2736332,401963,98877
E0027098,4615645,470574,357690
E0027099,1381341,356405,377865
E0027100,4776671,628157,474152
E0027101,4630882,724151,459491
E0027102,948433,527301,447981
E0027103,3793192,621592,499675
E0027104,2758599,85239,417620
E0027105,4974625,330615,171702
E0027106,2994152,616554,34457
E0027107,2607333,448710,323199
E0027108,4866470,423411,331074
E0027109,3915746,277700,366128
E0027110,2401006,479683,199208
E0027111,536862,187327,19620
E0027112,3568369,370434,120714
E0027113,4342693,379682,305193
E0027114,1324902,116549,235488
E0027115,4763317,151490,102769
E0027116,610500,502000,420946
E0027117,656256,444467,220838
E0027118,1898578,51498,271439
E0027119,4674542,654820,366262
E0027120,1499553,101740,123337
E0027121,631757,574547,415772
E0027122,2194205,177753,139684
E0027123,3731523,712049,138985
E0027124,1884662,686517,89786
E0027125,4418927,352518,260907
E0027126,1566866,264299,295952
E0027127,1746242,234325,32966
E0027128,1846156,674928,409845
E0027129,4714896,104264,301209
E0027130,3489635,315491,125386
E0027131,4725405,778721,422629
E0027132,4559562,98824,133069
E0027133,4633397,146765,470591
E0027134,2707618,398856,6108
E0027135,1963816,241715,149776
E0027136,2823855,551469,68264
E0027137,3082342,671027,467997
E0027138,2644608,456965,233206
E0027139,4012170,417827,456082
E0027140,2453407,607534,353398
E0027141,4321767,231212,16515
E0027142,783651,694043,491548
E0027143,1207737,250567,94825
E0027144,3344556,777920,399802
E0027145,313575,341447,263276
E0027146,382572,614743,65171
E0027147,4584093,133203,56887
E0027148,401639,340268,330803
E0027149,828529,775457,95267
E0027150,4956069,461175,421746
E0027151,3516493,489535,227377
E0027152,2469233,142272,433286
E0027153,2450912,710233,210663
E0027154,452753,351693,207930
E0027155,4639236,302730,7701
E0027156,1914502,377812,86593
E0027157,3034095,341048,85853
E0027158,2747969,751217,330163
E0027159,4995921,151607,253353
E0027160,1083862,373477,246148
E0027161,1368272,100589,35645
E0027162,824684,341525,489297
E0027163,4767540,166143,355967
E0027164,1898404,35639,176681
E0027165,4588089,444705,293298
E0027166,3075947,302153,174218
E0027167,2443790,541432,169592
E0027168,2887993,583103,286350
E0027169,3379375,201502,66524
E0027170,4975928,556368,167363
E0027171,3614534,373879,282476
E0027172,3740829,119848,277803
E0027173,1442055,598558,71542
E0027174,2490241,277319,37158
E0027175,2231647,695786,312320
E0027176,574695,206788,481667
E0027177,4157003,428267,268320
E0027178,3794620,283497,472298
E0027179,1165319,319951,414507
E0027180,820426,550712,352645
E0027181,3094943,289405,385300
E0027182,2542402,770435,5550
E0027183,2170205,329006,348760
E0027184,1026258,162737,343023
E0027185,3487580,706994,80456
E0027186,819851,128949,283469
E0027187,4592286,746193,295860
E0027188,702244,770440,88439
E0027189,2290422,68390,336268
E0027190,1624084,387512,56565
E0027191,4833445,780769,244173
E0027192,1276890,184243,404199
E0027193,3785027,516404,406476
E0027194,4264526,480201,258946
E0027195,3717944,695653,308330
E0027196,345556,141618,172752
E0027197,855688,504419,467612
E0027198,2771569,228048,492340
E0027199,316240,528882,471663
E0027200,2087056,636756,460753
E0027201,4240754,762489,474027
E0027202,4077984,448652,429670
E0027203,4382166,584439,188046
E0027204,1802817,567446,419375
E0027205,1511208,745292,162340
E0027206,2299236,194017,381213
E0027207,2848230,214054,270809
E0027208,4521857,325896,218102
E0027209,3748002,384182,143839
E0027210,1775710,564314,399141
E0027211,2305391,351597,266904
E0027212,977558,298097,451421
E0027213,1622756,515063,343063
E0027214,4643546,513425,262670
E0027215,4542837,567291,487474
E0027216,2624449,467187,430387
E0027217,1347612,252544,463100
E0027218,3188795,261810,309215
E0027219,668998,797087,363681
E0027220,1146218,635080,209661
E0027221,3190676,317280,160537
E0027222,2170870,624192,380238
E0027223,3116895,649157,245612
E0027224,2665858,149874,91352
E0027225,4370642,302844,82304
E0027226,2901163,180433,95159
E0027227,4255882,379320,469967
E0027228,3530853,600199,334847
E0027229,732077,552548,217638
E0027230,698928,48217,465127
E0027231,1697771,118976,416752
E0027232,525333,224755,316346
E0027233,401700,747087,116960
E0027234,1764781,482056,70306
E0027235,4761341,765042,497434
E0027236,575922,344889,274887
E0027237,2381263,316524,153970
E0027238,3551506,537352,148691
E0027239,682685,339823,5917
E0027240,3291547,529387,29276
E0027241,4915105,633346,418604
E0027242,373227,377465,393217
E0027243,2042152,333304,456933
E0027244,568422,659397,74826
E0027245,2555977,336577,338311
E0027246,3979711,539181,419522
E0027247,4930005,521452,72979
E0027248,1826629,777258,58919
E0027249,3320546,659204,10777
E0027250,2239858,157799,202054
E0027251,4561811,532424,127775
E0027252,593747,27072,400787
E0027253,425620,628450,75349
E0027254,584560,403522,178938
E0027255,3209383,383273,223451
E0027256,4765220,652175,192955
E0027257,546831,398001,433795
E0027258,3837293,424782,497360
E0027259,330583,658081,476380
E0027260,1535428,648666,350397
E0027261,3493978,63994,439691
E0027262,4074672,286629,118801
E0027263,2172312,557140,106308
E0027264,3921205,86467,109712
E0027265,3856170,344214,300571
E0027266,631656,163400,292373
E0027267,1242226,315388,356977
E0027268,3618019,515057,159132
E0027269,2382216,14338,456565
E0027270,1343611,444781,184865
E0027271,2255312,81533,413006
E0027272,739616,57293,290069
E0027273,1054434,766001,229938
E0027274,4025745,293086,496543
E0027275,1475179,375355,350886
E0027276,3037859,673845,439497
E0027277,4012322,460116,38779
E0027278,600850,115165,344239
E0027279,818595,84454,269403
E0027280,4589735,667539,463762
E0027281,3296349,696981,174948
E0027282,980276,71969,288357
E0027283,4056931,144149,369705
E0027284,4481135,287572,110044
E0027285,1865205,149374,326127
E0027286,2677863,556497,69679
E0027287,3862643,354190,334887
E0027288,3708231,760808,386375
E0027289,1133964,769422,235424
E0027290,1277479,63657,422153
E0027291,503756,222156,337428
E0027292,3429468,339499,19386
E0027293,1741212,405790,200031
E0027294,2328357,599625,14705
E0027295,1620935,130932,49599
